keys,es,en,pt_BR,zh_CN
DLG2_1721926706,Al sobrepasar este límite perderás salud progresivamente a menos que vuelvas a la superficie a tomar aire.,"If you exceed this limit, you will progressively lose health unless you return to the surface for air.","Se você exceder esse limite, você progressivamente perderá saúde ao menos que retorne à superfície.",一旦超过这个极限，除非你回到水面换气，否则生命值会持续下降。
DLG3_1721926706,Existen equipamientos y circuitos que pueden mejorar las capacidades físicas.,There are equipment and circuits that can improve physical capacities.,Há equipamentos e circuitos que podem melhorar as capacidades físicas.,有些装备和回路可以提升身体能力。
DLG2_1722530103,"¡Xandria, hola!","Xandria, hello!","Xandria, olá!",珊德莉雅，你好！
DLG3_1722530103,"Margaret, ¿qué haces aquí?","Margaret, what are you doing here?","Margaret, o que está fazendo aqui?",玛格丽特，你怎么会在这里？
DLG4_1722530103,"Me han ordenado investigar este lugar, es una entrada secreta al laboratorio de [color=yellow]Jean Neumann.[/color]",I have been ordered to investigate this place. It is a secret entrance to the laboratory of [color=yellow]Jean Neumann.[/color],"Me ordenaram  a investigar esse lugar, é uma entrada secreta ao laboratório do [color=yellow]Jean Neumann.[/color]",我奉命调查这里。这里是通往 [color=yellow]让·诺伊曼[/color] 实验室的秘密入口。
DLG5_1722530103,¿Jean Neumann? ¿Quién es él?,Jean Neumann? Who is he?,Jean Neumann? Quem é ele?,让·诺伊曼？他是谁？
DLG6_1722530103,Fue un importante cientifico especializado en óptica...,He was an important scientist specialized in optics...,Ele foi um importante cientista especializado em ótica…,他是一位专精光学的重要科学家……
DLG7_1722530103,Y la razón del porque los Ahuizotes atacaron esta ciudad.,And the reason why the Ahuizotes attacked this city.,E a razão do motivo que os Ahuizotes atacaram a cidade.,也是 Ahuizotes 袭击这座城市的原因。
DLG8_1722530103,¿A qué te refieres?,What do you mean?,O que você quer dizer?,你这是什么意思？
DLG9_1722530103,"Con la información obtenida hasta ahora, hemos deducido que la segunda fase de la creación del Opus Magnum, la fase ""Albedo"" se refiere a la ""luz primigenia"".","With the information obtained so far, we have deduced that the second phase, the ""Albedo"" phase, was the first phase of the creation of the Opus Magnum.","Com a informação obtida, nós deduzimos que a segunda fase chamada ""Albedo"", foi a primeira fase da criação de Opus Magnum.",根据目前掌握的情报，我们推断至高杰作创造过程的第二阶段，也就是“白化”阶段，指的就是“原初之光”。
DLG10_1722530103,¿Luz primigenia? Es la primera vez que escucho eso.,Primordial light? That's the first time I've heard that.,Luz primordial? É a primeira vez que escuto isso.,原初之光？这说法我还是头一次听见。
DLG11_1722530103,"[color=yellow]Cuenta la leyenda que en el principio de los tiempos, antes de que el sol naciera existía una luz intensa...[/color]","[color=yellow]Legend has it that in the beginning of time, before the sun was born, there was an intense light...[/color]","[color=yellow]A lenda diz que nos primórdios do tempo, antes do Sol nascer, havia uma luz intensa…[/color]",[color=yellow]传说在时间之初，在太阳诞生之前，曾存在过一道极其强烈的光……[/color]
DLG12_1722530103,"[color=yellow]De esta luz, los dioses forjaron el mundo, dando forma al caos y esculpiendo la tierra, el mar y los cielos.[/color]","[color=yellow]From this light, the gods forged the world, shaping chaos and sculpting the earth, the sea and the heavens.[/color]","[color=yellow]Dessa luz, os deuses conceberam o mundo, moldando o caos e esculpindo a terra, o mar e os céus.[/color]",[color=yellow]众神便以那道光锻造世界，塑起混沌，雕成大地、海洋与苍穹。[/color]
DLG13_1722530103,"Bueno, algo así decía la leyenda, era una creencia de los primeros hechiceros, queriendo explicar el origen de todo.","Well, the legend said something like that. It was a belief of the first sorcerers wanting to explain the origin of everything.","Bem, a lenda diz algo parecido com isso, foi uma crença dos primeiros feiticeiros, querendo explicar a origem de tudo.",嗯，传说大概就是这么讲的。那是最初的术士们试图解释万物起源时形成的信仰。
DLG14_1722530103,Ya... ¿Y eso qué tiene que ver con Jean Neumann?,Yeah... What does that have to do with Jean Neumann?,É... Mas o que isso tem a ver com Jean Neumann?,是吗……可这和让·诺伊曼有什么关系？
DLG15_1722530103,Pues resulta que él estaba cerca de conseguir esa luz primigenia.,"As it turns out, he was close to achieving that primal light.","Pois bem, ele estava perto de obter a tal luz primordial.",因为他差一点就实现了那道原初之光。
DLG16_1722530103,Se sabe que la luz visible está realmente compuesta de todos los colores y que usando un prisma se puede descomponer la luz.,"It is known that visible light is actually composed of all colors, which can be broken down by using a light prism.",É conhecido que a luz visível é composta de todas a cores e ao usar um prisma a decompõe.,众所周知，可见光其实由所有颜色组成，而这些颜色可以借助棱镜分解开来。
DLG17_1722530103,"Jean Neumann había descubierto la manera de invertir este proceso, creando el ""Prisma de dispersión inversa"".","Jean Neumann had discovered a way to reverse this process, creating the ""inverse dispersion prism"".","Jean Neumann descobriu uma forma de reverter esse processo, criando o ""prisma de dispersão reverso"".",让·诺伊曼发现了逆转这一过程的方法，并创造出了“逆向色散棱镜”。
DLG18_1722530103,La investigación de Neumann había sido un secreto de La Orden.,Neumann's research had been a secret of The Order.,A pesquisa de Neumann tem sido um segredo n’A Ordem.,诺伊曼的研究原本是教团的机密。
DLG19_1722530103,¿Así que Jean Neumann trabajaba para La Orden? ¿Para qué quieren crear esa luz primigenia?,So Jean Neumann was working for The Order? What do they want to create this primordial light for?,Então Jean Neumann estava trabalhando para A Ordem? Qual é o objetivo que eles querem criar com essa luz primordial?,所以让·诺伊曼是在为教团工作？他们创造这种原初之光又是为了什么？
DLG20_1722530103,Es un secreto.,"It's a secret, he, he.","É um segredo, he, he.",这是秘密，呵呵。
DLG21_1722530103,¿Y en donde está Neumann ahora?,And where is Neumann now?,E onde está Neumann agora?,那诺伊曼现在人呢？
DLG22_1722530103,Murió hace diez años bajos misteriosas circunstancias.,He died ten years ago under mysterious circumstances.,Ele morreu dez anos atrás por misteriosas circunstâncias.,他十年前在离奇的情况下去世了。
DLG23_1722530103,No me sorprende...,I am not surprised...,Não me surpreende…,我一点也不意外……
DLG24_1722530103,"Es extraño, ¿cómo los Ahuizotes sabían de su investigación?","Strange, how did the Ahuizotes know about Neumann's research?","Estranho, como os Ahuizotes sabiam do estudo de Neumann?",奇怪，Ahuizotes 是怎么知道诺伊曼研究的？
DLG25_1722530103,Posiblemente alguien de ellos conocía muy bien a Neumann.,Possibly someone among them knew Neumann very well.,Possivelmente alguém entre eles conhecia Neumann muito bem.,也许他们之中有人非常了解诺伊曼。
DLG26_1722530103,¿O hay algún traidor entre nosotros?,Or is there a traitor among us?,Ou há um traidor entre nós?,又或者……我们内部有叛徒？
DLG27_1722530103,"En fin, no hemos encontrado más pistas en su laboratorio que nos guíen hacia las verdaderas intenciones de los Ahuizotes..","Anyway, we have not found any other clues in their laboratory that could lead us to the Ahuizotes' true intentions...","De qualquer forma, nós não encontramos qualquer outra pista no laboratório que nos leve às verdadeiras intenções dos Ahuizotes...",总之，我们还没在实验室里找到其他线索，足以指向 Ahuizotes 的真正意图……
DLG28_1722530103,¿Puedo entrar a dar un vistazo?,May I come in and take a look?,Posso entrar e dar uma olhada?,我能进去看看吗？
DLG29_1722530103,"Claro, aunque como estoy encargada de la investigación tengo que estar presente.","Of course, although as I am in charge of the research I have to be present.","Mas é claro, embora eu sou responsável pela investigação eu tenho que estar presente.",当然可以，不过既然研究由我负责，我必须在场。
DLG30_1722530103,Te espero adentro.,I'll wait for you inside.,Esperarei por você lá dentro.,我会在里面等你。
DLG2_1722549314,"Hola Xandria, ¿Necesitas ayuda?","Hi, Xandria. Do you need help?","Olá Xandria, Precisa de ajuda?",嗨，珊德莉雅。需要帮忙吗？
DLG4_1722549314,¿Qué quieres preguntar?,What do you want to ask?,O que você quer perguntar?,你想问什么？
DLG5_1722549314,Los siete metales,The seven metals,Os sete metais,七种金属
DLG6_1722549314,Se refiere a los Alquimistas que fueron los fundadores de La Orden.,It refers to the Alchemists who were the founders of The Order.,Se refere aos Alquimistas que foram os fundadores d’A Ordem.,那指的是作为教团创始人的七位炼金术师。
DLG7_1722549314,"Los siete metales son: [color=yellow]Hierro, Oro, Cobre, Plomo, Plata, Mercurio y Estaño.[/color]","The seven metals are: [color=yellow]Iron, Gold, Copper, Lead, Silver, Mercury and Tin.[/color]","Os sete metais são: [color=yellow]Ferro, Ouro, Cobre, Chumbo, Prata, Mercúrio e Estanho.[/color]",七种金属分别是：[color=yellow]铁、金、铜、铅、银、汞和锡。[/color]
DLG8_1722549314,Curiosamente los Alquimistas que dominan estos elementos son raros de encontrar.,"Curiously, Alchemists who master these elements are rare to find.","Curiosamente, Alquimistas que dominam estes elementos são raros de encontrar.",有意思的是，能掌握这些元素的炼金术师非常罕见。
DLG9_1722549314,"Y de los que se tiene registro, resultan ser Alquimistas habilidosos y de gran poder.","And of those on record, they turn out to be skilled Alchemists of great power.","E aqueles que se tem registro, resultam ser Alquimistas habilidosos e de grande poder.",而有记载的那些人，无一不是力量强大的高明炼金术师。
DLG11_1722549314,La estrella del día,Star of the day,A estrela do dia,白昼之星
DLG12_1722549314,"Me pregunto a qué se refiere con ""la estrella del día"".","I wonder what he means by ""the star of the day"".","Me pergunto o que se refere com ""a estrela do dia"".",“白昼之星”……他到底是什么意思？是指某个人吗？
DLG13_1722549314,Creo que eso es demasiado obvio si tienes conocimientos básicos de Astronomía.,I think that's too obvious if you have basic knowledge of Astronomy.,Creio que é muito óbvio se você possui conhecimento básico de Astronomia.,如果你有基本的天文学知识，这其实相当明显。
DLG14_1722549314,Solo debes mirar al cielo y encontrarla.,You just have to look to the sky and find it.,Você apenas tem que olhar pro céu e encontrar a resposta.,你只要抬头看看天空，找到它就行了。
DLG16_1722549314,Sobre los Espectros,About the Spectra,Sobre os Espectros,关于光谱
DLG17_1722549314,Así que cada elemento muestra un espectro diferente en esa máquina de ahí...,So each element shows a different spectrum on that machine over there...,Então cada elemento mostra um espectro diferente naquela máquina…,所以，每种元素在那台机器上都会显示不同的光谱……
DLG18_1722549314,¿Solo debo buscar una muestra de elemento y ponerlo en el Espectroscopio?,Should I just look for a sample element and put it in the Spectroscope?,Eu deveria dar uma olhada na amostra elemental e colocar no Espectroscópio?,也就是说，我只要找来一种元素样本，再把它放进光谱仪里就行？
DLG19_1722549314,"Como dije antes, la muestra elemental debe ser lo más pura posible. Una muestra con impurezas arrojaría resultados érroneos.","As I said before, the elemental sample should be as pure as possible. A sample with impurities would give an erroneous result.","Como eu disse antes, a amostra elemental deveria ser a mais pura possível. Uma amostra com impurezas nos daria um resultado equivocado.",就像我之前说的，元素样本必须尽可能纯净。带有杂质的样本会得出错误结果。
